Tiempo (ms),Trayectoria 7,Trayectoria 8
12688,3.91372680664063,6.24195861816406
12721,3.86923980712891,6.16389465332031
12755,3.85516357421875,6.07170104980469
12788,3.84173202514648,5.98670959472656
12821,3.81905746459961,5.93951416015625
12855,3.79080581665039,5.96337890625
12888,3.76654434204102,6.07362365722656
12921,3.7573127746582,6.24430847167969
12955,3.77434921264648,6.41917419433594
12988,3.82996368408203,6.55239868164063
13021,3.93774032592773,6.62538146972656
13055,4.10376358032227,6.63088989257813
13088,4.29955291748047,6.56170654296875
13121,4.44356536865234,6.42303466796875
13154,4.45709228515625,6.25102233886719
13188,4.3564338684082,6.09881591796875
13221,4.23731231689453,5.99455261230469
13254,4.16862487792969,5.92501831054688
13288,4.14923095703125,5.85562133789063
13321,4.14580917358398,5.75405883789063
13354,4.13069534301758,5.60414123535156
13388,4.09287261962891,5.41839599609375
13421,4.03530120849609,5.247802734375
13454,3.96804428100586,5.16201782226563
13487,3.90107727050781,5.20193481445313
13521,3.84115219116211,5.35073852539063
13554,3.79440689086914,5.54389953613281
13587,3.76876449584961,5.70997619628906
13621,3.77123260498047,5.81430053710938
13654,3.80282211303711,5.86405944824219
13687,3.85715484619141,5.88214111328125
13721,3.92411804199219,5.88703918457031
13754,3.99395370483398,5.88786315917969
13787,4.05874252319336,5.88592529296875
13821,4.11287307739258,5.87857055664063
13854,4.15430068969727,5.86335754394531
13887,4.18525314331055,5.84063720703125
13920,4.21031951904297,5.81367492675781
13954,4.233642578125,5.78707885742188
13987,4.25794982910156,5.76560974121094
14020,4.28482437133789,5.7540283203125
14054,4.31452178955078,5.75686645507813
14087,4.34610748291016,5.77723693847656
14120,4.37954711914063,5.81568908691406
14153,4.41957855224609,5.87118530273438
14187,4.47885131835938,5.94520568847656
14220,4.57772827148438,6.04547119140625
14253,4.73747253417969,6.18515014648438
14287,4.95705795288086,6.37460327148438
14320,5.18903350830078,6.60380554199219
14353,5.36759185791016,6.83097839355469
14387,5.47443771362305,7.00485229492188
14420,5.55472564697266,7.10554504394531
14453,5.67097854614258,7.15423583984375
14487,5.84587097167969,7.19122314453125
14520,6.0334587097168,7.25643920898438
14553,6.15988922119141,7.37872314453125
14586,6.20103073120117,7.56253051757813
14620,6.20075988769531,7.78045654296875
14653,6.22762298583984,7.99623107910156
14686,6.33379745483398,8.20234680175781
14720,6.52699279785156,8.42155456542969
14753,6.7583122253418,8.67063903808594
14786,6.96405792236328,8.93359375
14820,7.13288116455078,9.1787109375
14853,7.3090705871582,9.39657592773438
14886,7.5272102355957,9.60411071777344
14920,7.75893783569336,9.81069946289063
14953,7.93734741210938,9.99258422851563
14986,8.02636337280273,10.1104888916016
15019,8.0418701171875,10.1491546630859
15053,8.01955032348633,10.1265869140625
15086,7.98852920532227,10.0720062255859
15119,7.96532440185547,10.0076446533203
15153,7.95514297485352,9.94503784179688
15186,7.95526123046875,9.88827514648438
15219,7.95952987670898,9.83834838867188
15252,7.96227645874023,9.79670715332031
15286,7.96038436889648,9.76795959472656
15319,7.95395660400391,9.76229858398438
15352,7.94515991210938,9.79658508300781
15386,7.93539428710938,9.88957214355469
15419,7.92472076416016,10.0453643798828
15452,7.91666793823242,10.2375030517578
15486,7.92585372924805,10.4271240234375
15519,7.98153305053711,10.6036987304688
15552,8.11822128295898,10.7902526855469
15586,8.34369277954102,11.0036010742188
15619,8.60689544677734,11.2212677001953
15652,8.82422256469727,11.3965454101563
15685,8.94868850708008,11.5012969970703
15719,8.99227523803711,11.5411529541016
15752,8.99208068847656,11.538818359375
15785,8.97839736938477,11.5176239013672
15819,8.96563720703125,11.4961395263672
15852,8.95708465576172,11.4872436523438
15885,8.95310974121094,11.4977569580078
15919,8.95551300048828,11.5278625488281
15952,8.96652221679688,11.5704193115234
15985,8.98480987548828,11.6101226806641
16018,9.00382614135742,11.6231842041016
16052,9.01676940917969,11.581298828125
16085,9.02556228637695,11.4644470214844
16118,9.04731750488281,11.2866516113281
16152,9.1130256652832,11.1177825927734
16185,9.25361633300781,11.061767578125
16218,9.46822357177734,11.1945190429688
16252,9.70149612426758,11.5270233154297
16285,9.88394165039063,12.0196533203125
16318,10.0062828063965,12.6028289794922
